Codigo,NOMBRE,GRUPO,NUM_GRUPO,AGUA(%),Energia(kcal),Proteina(g),Grasa_Total(g),HDC(g),Fibra_Dietetica(g),Ceniza(g),Calcio(mg),Fosforo(mg),Hierro(mg),Tiamina(mg),Riboflabina(g),Niacina(g),Vita_C(mg),Vita_A_EQ_Retinol(mcg),A_G_mono(g),A_G_Poli(g),A_G_Saturados(g),Colesterol(mg),Potasio(mg),Sodio(mg),Zinc(mg),Magnesio(mg),Vita_B6,Bita_B12,Acido_Folico(mcg),Folato_Eq_FD(mcg),Aprovecha(%)
3042,"POLLO, PIERNA C/PIEL, COCIDA",Carne de aves,3,64.01,220,24.17,12.92,0,0,0.79,11,139,1.35,0.05,0.19,4.59,0,37,5.04,2.87,3.57,84,176,73,2.43,20,0.18,0.2,0,6,0.7
3043,"POLLO, PIERNA C/PIEL, FRITA",Carne de aves,3,55.28,254,26.84,14.43,2.5,0.1,0.95,13,182,1.43,0.09,0.23,6.55,0,28,5.68,3.33,3.9,94,233,88,2.68,24,0.34,0.31,3,13,0.72
3044,"POLLO, PIERNA S/PIEL, COCIDA",Carne de aves,3,66.44,185,26.26,8.06,0,0,0.88,11,149,1.4,0.06,0.22,4.8,0,18,2.93,1.88,2.2,89,190,78,2.78,21,0.21,0.23,0,8,0.57
3045,"POLLO, PIERNA S/PIEL, FRITA",Carne de aves,3,60.61,208,28.38,9.32,0.65,0,1.05,13,193,1.4,0.08,0.25,6.69,0,20,3.43,2.22,2.49,99,254,96,2.98,25,0.39,0.34,0,9,0.6
3046,"POLLO, VISCERAS O MENUDOS, CRUDOS",Carne de aves,3,69.8,168,17.89,9.21,2.13,0,0.97,10,198,5.93,0.1,1.11,8.53,11,3152,2.75,2.1,2.63,240,226,77,3.01,18,0.52,10.83,0,350,1
3047,"POLLO, VISCERAS O MENUDOS, COCIDOS",Carne de aves,3,64,194,25.73,9.3,0.11,0,0.87,13,223,6.44,0.09,1.05,4.97,6,2864,2.94,1.89,2.66,355,154,56,4.28,20,0.41,9.48,0,367,1
4001,"CERDO, BAZO, CRUDO",Carne de cerdo,4,78.43,100,17.86,2.59,0,0,1.53,10,260,22.32,0.13,0.3,5.87,29,0,0.69,0.19,0.86,363,396,98,2.54,13,0.06,3.26,0,4,1
4002,"CERDO, CARNE MAGRA, CRUDA",Carne de cerdo,4,72.23,143,21.43,5.66,0,0,1.05,17,211,0.84,0.99,0.27,4.91,1,2,2.56,0.61,1.95,59,389,52,1.84,23,0.53,0.63,0,5,0.7
4003,"CERDO, CARNE SEMIMAGRA, CRUDA",Carne de cerdo,4,66.15,211,19.9,14.01,0,0,0.89,5,193,0.71,0.78,0.25,4.64,0,2,6.25,1.5,4.86,60,384,42,1.57,20,0.42,0.5,0,6,0.89
4004,"CERDO, CARNE RICA EN GRASA, CRUDA",Carne de cerdo,4,59.2,285,15.82,24.12,0,0,0.8,29,164,0.83,0.65,0.23,3.65,1,2,10.73,2.58,8.37,72,281,54,2.35,16,0.37,0.09,0,3,0.73
4005,"CERDO, CARNE SEMIMAGRA, ASADA",Carne de cerdo,4,53.37,260,27.63,15.76,0,0,1.12,28,237,0.77,0.83,0.3,4.95,0,2,7.01,1.24,5.79,82,401,62,2.26,26,0.37,0.67,0,8,0.94
4006,"CERDO, CARNE SEMIMAGRA, HORNEADA",Carne de cerdo,4,58.15,255,26.29,15.79,0,0,1.2,5,172,0.92,0.52,0.24,4.31,0,2,7.21,1.32,6.12,73,387,40,2.07,17,0.31,0.44,0,4,0.95
4007,"CERDO, CARNE SEMIMAGRA, FRITA",Carne de cerdo,4,56.34,273,25.82,18.05,0,0,1.18,11,228,0.73,0.71,0.31,4.8,0,2,7.96,2.08,6.72,73,428,50,2.04,24,0.36,0.59,0,7,0.92
4008,"CERDO, CORAZON, CRUDO",Carne de cerdo,4,76.21,118,17.27,4.36,1.33,0,0.84,5,169,4.68,0.61,1.18,6.76,5,8,1.02,1.12,1.16,131,294,56,2.8,19,0.39,3.79,0,4,1
4009,"CERDO, COSTILLA CRUDA",Carne de cerdo,4,59.39,282,16.12,23.58,0,0,0.91,32,143,0.91,0.58,0.26,4.57,0,3,10.65,1.96,8.73,81,233,75,2.31,16,0.4,0.82,0,4,0.62
4010,"CERDO, COSTILLA ASADA",Carne de cerdo,4,45.44,370,24.26,29.58,0,0,1.09,45,195,1.38,0.43,0.2,3.55,0,3,13.46,2.32,10.99,118,315,101,3.37,21,0.31,0.64,0,3,0.61
4011,"CERDO, CHARRASCA C/PIEL",Carne de cerdo,4,4.8,527,58.5,30.5,4.6,,1.6,94,88,6.2,0.03,0.38,2.43,,,,,,,,,,,,,,,1
4012,"CERDO, CHICHARRONES",Carne de cerdo,4,2.9,660,20.8,56.1,16.8,,3.4,61,149,2.8,0.03,0.2,3.8,0,,13.7,3.61,14.32,74,,,,,,,,,1
4013,"CERDO, ESTOMAGO, CRUDO",Carne de cerdo,4,73.5,159,16.85,10.14,0,0,0.63,11,130,1.01,0.05,0.2,2.48,0,0,3.59,0.89,4.03,223,140,75,1.85,11,0.03,0.3,0,3,1
4014,"CERDO, HIGADO, CRUDO",Carne de cerdo,4,71.06,134,21.39,3.65,2.47,0,1.44,9,288,23.3,0.28,3.01,15.3,25,6502,0.52,0.87,1.17,301,273,87,5.76,18,0.69,26,0,212,1
4015,"CERDO, LENGUA, CRUDA",Carne de cerdo,4,65.9,225,16.3,17.2,0,0,0.9,16,193,3.35,0.49,0.49,5.3,4,0,8.13,1.78,5.96,101,243,110,3.01,18,0.24,2.84,0,4,0.84
4016,"CERDO, PATAS, CRUDAS",Carne de cerdo,4,64.99,212,23.16,12.59,0,0,0.68,70,75,0.58,0.03,0.11,1.13,0,0,6.29,1.09,3.57,88,63,132,0.76,6,0.05,0.52,0,10,0.71
4017,"CERDO, PIERNA, CRUDA",Carne de cerdo,4,62.47,245,17.43,18.87,0,0,0.88,5,199,0.85,0.74,0.2,4.57,1,2,8.38,2.01,6.54,73,315,47,1.93,20,0.4,0.63,0,7,0.83
4018,"CERDO, PULMON, CRUDO",Carne de cerdo,4,79.52,85,14.08,2.72,0,0,0.8,7,196,18.9,0.09,0.43,3.35,12,0,0.61,0.34,0.96,320,303,153,2.03,14,0.1,2.75,0,3,0.87
4019,"CERDO, RIÑON, CRUDO",Carne de cerdo,4,80.06,100,16.46,3.25,0,0,1.17,9,204,4.89,0.34,1.7,8.21,13,59,1.07,0.26,1.04,319,229,121,2.75,17,0.44,8.49,0,42,0.93
4020,"CERDO, TOCINO, CURADO, CRUDO",Carne de cerdo,4,40.2,458,11.6,45.04,0.66,0,2.51,6,188,0.48,0.28,0.11,3.83,0,11,20.05,5.03,14.99,68,208,833,1.17,12,0.21,0.69,0,2,1
4021,"CERDO, TOCINO, ASADO O FRITO",Carne de cerdo,4,12.32,541,37.04,41.78,1.43,0,7.43,11,533,1.44,0.4,0.26,11.1,0,11,18.52,4.75,13.74,110,565,2310,3.5,33,0.35,1.23,0,2,1
4022,"CERDO, COLA O RABO, CRUDO",Carne de cerdo,4,46.05,378,17.75,33.5,0,0,0.5,18,50,0.99,0.21,0.11,2.06,0,0,15.8,3.68,11.64,97,349,63,2.31,8,0.37,0.88,0,5,0.7
4023,"CERDO, COLA O RABO, COCIDO",Carne de cerdo,4,46.7,396,17,35.8,0,0,0.4,14,47,0.79,0.07,0.07,1.12,0,0,16.89,3.94,12.45,129,157,25,1.64,7,0.27,0.55,0,4,0.68
4024,"CERDO, CARNE SEMIMAGRA, COCIDA",Carne de cerdo,4,54.55,273,27.57,17.18,0,0,1.13,25,232,1.1,0.77,0.33,4.93,0,2,7.64,1.45,6.22,91,354,62,2.9,24,0.39,0.77,0,6,0.76
4025,"CERDO, CARNE MAGRA, ASADA",Carne de cerdo,4,60.72,210,28.57,9.8,0,0,1.4,17,253,0.91,0.92,0.34,5.24,1,2,4.45,0.77,3.64,79,438,64,2.48,29,0.49,0.72,0,6,0.72
4026,"CERDO, CARNE MAGRA, HORNEADA",Carne de cerdo,4,61.4,204,28.57,9.12,0,0,1.4,18,183,1.13,0.66,0.27,4.59,1,2,4.16,0.7,3.38,79,387,50,2.48,20,0.39,0.55,0,4,0.72
4027,"CERDO, CARNE MAGRA, COCIDA",Carne de cerdo,4,61.02,209,28.62,9.63,0,0,1.25,18,249,1.09,1.02,0.33,5.89,1,2,4.32,0.76,3.51,81,425,58,2.53,28,0.55,0.73,0,1,0.72
5001,"CABRA, CARNE CRUDA",Carne de vacuno,5,75.84,109,20.6,2.31,0,0,1.11,13,180,2.83,0.11,0.49,3.75,0,0,1.03,0.17,0.71,57,385,82,4,,,1.13,0,5,1
5002,"CABALLO, CARNE CRUDA",Carne de vacuno,5,72.63,133,21.39,4.6,0,0,0.99,6,221,3.82,0.13,0.1,4.6,1,0,1.61,0.65,1.44,52,360,53,2.9,24,0.38,3,,,1
5003,"CABALLO, CARNE COCIDA",Carne de vacuno,5,63.98,175,28.14,6.05,0,0,1.31,8,247,5.03,0.1,0.12,4.84,2,0,2.12,0.85,1.9,68,379,55,3.82,25,0.33,3.16,,,1
5004,"CABRA, CARNE COCIDA",Carne de vacuno,5,68.21,143,27.1,3.03,0,0,1.46,17,201,3.73,0.09,0.61,3.95,0,0,1.36,0.23,0.93,75,405,86,5.27,0,0,1.19,0,5,1
5005,"CARNERO/OVEJA/CORDERO, CABEZA COCIDA, CARNE",Carne de vacuno,5,79.2,111,14.2,5.6,0,,1,17,130,2.1,0.02,0.24,1.8,0,,2,0.01,3,65,295,75,,,,,,,1
5006,"CARNERO/OVEJA/CORDERO, CARNE SEMIMAGRA, CRUDA",Carne de vacuno,5,61.4,253,18.2,19.4,0,0,1,7,190,2.5,0.07,0.15,2,0,0,7.65,1.48,8.07,70,239,59,3.52,,0.14,2.44,0,19,0.95
5007,"CARNERO/OVEJA/CORDERO, CORAZON, CRUDO",Carne de vacuno,5,75,139,16,7.8,0.2,0,1,6,202,3,0.22,0.13,5,5,0,1.6,0.55,2.25,135,316,89,1.87,,0.39,10.25,0,2,1
5008,"CARNERO/OVEJA/CORDERO, HIGADO, CRUDO",Carne de vacuno,5,72.2,128,20.3,4.2,0.9,0,2.4,14,287,6.6,0.2,3.02,12.8,18,7391,1.05,0.75,1.94,371,313,70,4.66,,0.9,90.05,0,230,1
5009,"CARNERO/OVEJA/CORDERO, PATAS COCIDAS",Carne de vacuno,5,76.5,109,21,2.1,0,,0.4,52,26,1,0.03,0.13,0.4,0,,,,,,,,,,,,,,0.49
5010,"CARNERO/OVEJA/CORDERO, PULMON, CRUDO",Carne de vacuno,5,83.7,76,12.5,2.5,0,0,1.3,18,241,7.3,0.09,0.62,3.3,5,27,0.67,0.35,0.89,,238,157,1.8,,0.11,3.93,0,12,1
5011,"CARNERO/OVEJA/CORDERO, SESOS, CRUDOS",Carne de vacuno,5,79.1,121,10,8,1.6,0,1.3,7,252,2.7,0.34,0.23,2.9,11,0,1.55,0.88,2.19,1352,296,112,1.17,,0.29,11.3,0,3,1
5012,"CARNERO/OVEJA/CORDERO, RIÑON, CRUDO",Carne de vacuno,5,76.7,109,18,3.2,0.8,0,1.3,40,270,4.1,0.51,3,6.1,10,95,0.63,0.55,1,337,277,156,2.24,,0.22,52.41,0,28,0.92
5013,"CORDERO, CARNE C/GRASA, CRUDA",Carne de vacuno,5,60.7,267,16.88,21.59,0,0,0.88,12,160,1.57,0.12,0.22,6.1,0,0,8.86,1.7,9.47,72,230,58,3.33,22,0.13,2.39,0,18,0.77
5014,"CORDERO, CARNE C/GRASA, COCIDA",Carne de vacuno,5,53.72,294,24.52,20.94,0,0,1.04,17,188,1.88,0.1,0.25,6.66,0,0,8.82,1.51,8.83,97,310,72,4.46,23,0.13,2.55,0,18,0.75
5015,"CORDERO, CARNE MAGRA, CRUDA",Carne de vacuno,5,73.42,134,20.29,5.25,0,0,1.06,10,189,1.77,0.13,0.23,6,0,0,2.11,0.48,1.88,65,280,66,4.06,26,0.16,2.62,0,23,0.58
5016,"CORDERO, CARNE MAGRA, COCIDA",Carne de vacuno,5,61.96,206,28.22,9.52,0,0,1.14,15,210,2.05,0.1,0.28,6.32,0,0,4.17,0.62,3.4,92,344,76,5.27,26,0.16,2.61,0,23,0.58
5017,"CORDERO, PIERNA CRUDA",Carne de vacuno,5,74.11,128,20.56,4.51,0,0,1.07,6,193,1.82,0.14,0.25,6.23,0,0,1.81,0.41,1.61,64,289,62,3.84,27,0.17,2.7,0,23,0.64
5018,"CORDERO, PIERNA ASADA",Carne de vacuno,5,63.89,191,28.3,7.74,0,0,1.09,8,206,2.12,0.11,0.29,6.34,0,0,3.39,0.51,2.76,89,338,68,4.94,26,0.17,2.64,0,23,0.65
5019,"RES, BAZO, CRUDO",Carne de vacuno,5,77.2,105,18.3,3,0,0,1.38,9,296,44.55,0.05,0.37,8.4,46,89,0.78,0.22,1,263,429,85,2.11,22,0.07,5.68,0,4,1
5020,"RES, CABEZA-CACHETE, COCIDA",Carne de vacuno,5,77.1,111,18.6,3.4,0.2,,0.7,52,57,0.5,0.02,0.24,1,0,,,,,,,,,,,,,,0.85
5021,"RES, CARNE MAGRA, CRUDA",Carne de vacuno,5,72.15,126,22.03,3.5,0,0,1.06,4,215,2.15,0.11,0.19,4.02,0,0,1.48,0.15,1.2,58,375,57,3.51,25,0.51,2.98,0,9,0.83
5022,"RES, CARNE SEMIMAGRA, CRUDA",Carne de vacuno,5,62.02,234,18.68,17.15,0,0,0.91,7,177,1.91,0.1,0.16,3.23,0,0,7.42,0.63,6.91,66,306,58,3.75,19,0.39,2.95,0,6,0.88
5023,"RES, CARNE SEMIMAGRA, ASADA",Carne de vacuno,5,52.77,291,26.42,19.71,0,0,1.09,9,208,2.68,0.09,0.22,3.72,0,0,8.46,0.71,7.77,87,319,63,6,23,0.34,2.47,0,7,0.87
5024,"RES, CARNE SEMIMAGRA, COCIDA",Carne de vacuno,5,56.48,264,26.44,16.78,0,0,1.03,19,204,1.69,0.07,0.13,7.04,0,0,6.99,0.62,6.61,88,328,54,4.75,22,0.55,1.56,0,8,0.88
5025,"RES, CARNE RICA EN GRASA, CRUDA",Carne de vacuno,5,57.83,288,18.28,23.3,0,0,0.84,7,171,1.79,0.09,0.15,3.32,0,0,10.13,0.87,9.56,68,297,53,3.38,19,0.38,2.78,0,6,0.91
5026,"RES, CARNE SALADA, OREADA",Carne de vacuno,5,66.6,198,14.7,14.9,0,,,7,,1.7,0.04,0.16,3.7,7,,6.08,0.38,4.73,86,297,1217,2.85,14,0.29,2,,,0.99
5027,"RES, CARNE SALADA, SECA",Carne de vacuno,5,16.3,317,64.8,4.5,0,,14.4,93,161,9.7,0.02,0.25,14.8,0,0,,,,,444,3471,5.24,,,,,,1
5028,"RES, CORAZON, CRUDO",Carne de vacuno,5,75.6,115,17,3.4,3,0,1,10,187,5.4,0.32,0.88,5,,0,1.14,0.55,1.38,124,287,98,1.7,,0.28,8.55,0,3,1
5029,"RES, CORAZON, COCIDO",Carne de vacuno,5,65.67,165,28.48,4.73,0.15,0,0.97,5,254,6.38,0.1,1.21,6.68,0,0,1.01,0.99,1.4,212,219,59,2.87,21,0.25,10.8,0,5,0.84
5030,"RES, CRIADILLAS, CRUDAS",Carne de vacuno,5,86.4,60,9.6,1.6,1.2,,1.2,16,212,1.2,,,2.05,,,,,,,,,,,,,,,1
5031,"RES, EXTRACTO DE CARNE",Carne de vacuno,5,37.8,208,39.2,1.8,6.2,,15,81,736,0.3,0.04,0.45,23.42,,,,,,,,,,,,,,,1
5032,"RES, HIGADO, CRUDO",Carne de vacuno,5,70.81,135,20.36,3.63,3.89,0,1.31,5,387,4.9,0.19,2.76,13.18,1,8082,0.48,0.47,1.23,275,313,69,4,18,1.08,59.3,0,290,1
5033,"RES, HIGADO, FRITO",Carne de vacuno,5,62.01,175,26.52,4.68,5.16,0,1.63,6,485,6.17,0.18,3.42,17.48,1,7744,0.65,0.97,1.49,381,351,77,5.23,22,1.03,83.13,0,260,1
5034,"RES, HIGADO, ASADO",Carne de vacuno,5,58.81,191,29.08,5.26,5.13,0,1.74,6,497,6.54,0.19,3.42,17.52,2,9442,0.65,1.04,1.7,396,352,79,5.3,21,1.02,70.58,0,253,1
5035,"RES, INTESTINOS",Carne de vacuno,5,69.2,220,11,19.1,0,0,0.7,12,110,1.8,0.04,0.16,2,0,53,1.31,1.1,15,150,270,46,2.47,8,,0.1,2,,0.95
5036,"RES, LENGUA, CRUDA",Carne de vacuno,5,64.53,224,14.9,16.09,3.68,0,0.8,6,133,2.95,0.13,0.34,4.24,3,0,7.24,0.9,7,87,315,69,2.87,16,0.31,3.79,0,7,0.84
5037,"RES, LENGUA, COCIDA",Carne de vacuno,5,57.87,284,19.29,22.3,0,0,0.69,5,145,2.61,0.02,0.29,3.49,1,0,10.1,0.75,8.13,132,184,65,4.09,15,0.16,3.13,0,7,0.84
5038,"RES, PANZA O MONDONGO, CRUDO",Carne de vacuno,5,81.1,90,14,2.7,1.4,0,0.8,60,50,2.2,0.01,0.09,0.6,0,21,1.53,0.18,1.29,122,67,97,1.42,,0.01,1.39,0,5,0.95
5039,"RES, PATAS",Carne de vacuno,5,,81,12.1,2.9,1.1,,,101,,2,0.02,0.12,0.7,0,,,,,,,,,,,,,,0.49
5040,"RES, PULMON",Carne de vacuno,5,79.38,92,16.2,2.5,0,0,0.98,10,224,7.95,0.05,0.23,4,39,14,0.64,0.34,0.86,242,340,198,1.61,14,0.04,3.81,0,11,0.76
5041,"RES, RIÑON, CRUDO",Carne de vacuno,5,77.89,103,17.4,3.09,0.29,0,1.33,13,257,4.6,0.36,2.84,8.03,9,419,0.59,0.55,0.87,411,262,182,1.92,17,0.67,27.5,0,98,0.84
5042,"RES, RIÑON, COCIDO",Carne de vacuno,5,66.88,158,27.27,4.65,0,0,1.31,19,304,5.8,0.16,2.97,3.92,0,0,0.71,0.83,1.07,716,135,94,2.84,12,0.39,24.9,0,83,1
5043,"RES, SESOS, CRUDOS",Carne de vacuno,5,76.29,143,10.86,10.3,1.05,0,1.51,43,362,2.55,0.09,0.2,3.55,11,7,1.89,1.59,2.3,3010,274,126,1.02,13,0.23,9.51,0,3,0.78
5044,"RES, SESOS, COCIDOS",Carne de vacuno,5,74.86,151,11.67,10.53,1.48,0,1.46,9,335,2.3,0.07,0.22,3.62,11,6,1.88,1.63,2.39,3100,244,108,1.09,12,0.14,10.1,0,5,1
5045,"RES, SESOS, FRITOS",Carne de vacuno,5,70.75,196,12.57,15.83,0,0,1.58,9,386,2.22,0.13,0.26,3.78,3,0,3.98,2.31,3.74,1995,354,158,1.35,15,0.39,15.2,0,6,1
5046,"RES, UBRE",Carne de vacuno,5,64.9,234,15.4,18.7,0,,1,70,160,2.6,0.09,0.18,1.3,0,,,,,,,,,,,,,,1
5047,"TERNERA, CARNE MAGRA",Carne de vacuno,5,75.91,112,20.2,2.87,0,0,1.08,15,211,0.85,0.08,0.28,7.83,0,0,0.92,0.3,0.86,83,328,86,3.23,25,0.43,1.4,0,13,0.65
5048,"TERNERA, CARNE SEMIMAGRA",Carne de vacuno,5,72.84,144,19.35,6.77,0,0,1.04,15,203,0.83,0.08,0.27,7.5,0,0,2.57,0.48,2.79,82,315,82,3.06,24,0.41,1.34,0,13,0.69
5049,"CARNERO/OVEJA/CORDERO, CARNE SEMIMAGRA, COCIDA",Carne de vacuno,5,55.82,271,25.51,18.01,0,0,1.06,16,193,1.93,0.1,0.26,6.55,0,0,7.63,1.29,7.45,96,318,72,4.74,24,0.14,2.57,0,19,0.76
5050,"TERNERA, CARNE MAGRA, COCIDA",Carne de vacuno,5,60.16,196,31.9,6.58,0,0,1.23,24,250,1.16,0.06,0.34,8.42,0,0,2.35,0.59,1.84,118,338,89,5.1,28,0.33,1.65,0,16,0.66
5051,"TERNERA, CARNE SEMIMAGRA, COCIDA",Carne de vacuno,5,57.08,231,30.1,11.39,0,0,1.2,22,239,1.15,0.06,0.32,7.97,0,0,4.4,0.8,4.28,114,325,87,4.76,26,0.31,1.57,0,15,0.72
6001,"ARMADILLO, CARNE",Carne de caza,6,64.5,172,29,5.4,0,,1.1,30,208,10.9,0.1,0.4,6,0,,,,,,,,,,,,,,1
6002,"COBAYO O CUYO, CARNE",Carne de caza,6,78.2,96,19,1.6,0,,1.2,29,253,1.9,0.06,0.14,6.5,,,,,,,,,,,,,,,0.32
6003,"CONEJO DE CRIANZA, CARNE CRUDA",Carne de caza,6,72.82,136,20.05,5.55,0,0,0.72,13,213,1.57,0.1,0.15,7.27,0,0,1.5,1.08,1.66,57,330,41,1.57,19,0.5,7.16,0,8,1
6004,"CONEJO DE CRIANZA, CARNE COCIDA",Carne de caza,6,58.82,206,30.38,8.41,0,0,1.09,20,226,2.37,0.06,0.17,7.16,0,0,2.27,1.63,2.51,86,300,37,2.37,20,0.34,6.51,0,9,1
6005,"CONEJO DE CRIANZA, CARNE ASADA",Carne de caza,6,60.61,197,29.06,8.05,0,0,1.04,19,263,2.27,0.09,0.21,8.43,0,0,2.17,1.56,2.4,82,383,47,2.27,21,0.47,8.3,0,11,1
6006,"IGUANA O GARROBO, CARNE CRUDA",Carne de caza,6,72.9,112,24.4,0.9,0,,1.8,25,252,3.4,0.05,0.24,8.2,0,,,,,,,,,,,,,,0.3
6007,"LAGARTO, CARNE SEMISECA, CRUDA",Carne de caza,6,45.6,232,45.6,4.2,0,,4.6,1231,767,11.4,0.1,0.3,6.3,0,,,,,,,,,,,,,,0.38
6008,"LIEBRE, CARNE, CRUDA",Carne de caza,6,73,135,21,5,0,,1,12,157,3.2,0.09,0.19,5,,,2,1,2,65,360,43,1.4,,0.5,10,5,,0.32
6009,"MAPACHE, CARNE ASADA,",Carne de caza,6,54.3,255,29.2,14.5,0,0,1.5,14,261,7.1,0.59,0.52,4.68,0,0,5.21,2.09,4.07,97,398,79,2.27,30,0.47,8.3,0,11,1
6010,"TORTUGA, CARNE CRUDA",Carne de caza,6,77.3,83,19.1,0.2,,,0.7,27,87,0.7,0.2,0.45,3,,,,,,,,,,,,,,,1
6011,"VENADO, CARNE ASADA",Carne de caza,6,65.23,158,30.21,3.19,0,0,1.52,7,226,4.47,0.18,0.6,6.71,0,0,0.88,0.62,1.25,112,335,54,2.75,24,,,,,1
6012,"VENADO, CARNE SEMISECA, SALADA",Carne de caza,6,61.1,142,31.4,0.9,0,,6.6,60,298,1.9,0.09,0.34,10,,,,,,,,,,,,,,,0.72
6013,"VENADO, CARNE CRUDA",Carne de caza,6,73.57,120,22.96,2.42,0,0,1.16,5,202,3.4,0.22,0.48,6.37,0,0,0.67,0.47,0.95,85,318,51,2.09,23,0.37,6.31,0,4,1
6014,"JABALI, CARNE CRUDA",Carne de caza,6,72.54,122,21.51,3.33,0,0,0.97,12,120,,0.39,0.11,4,0,0,1.3,0.48,0.99,,,,,,,,,,1
6015,"JABALI, CARNE COCIDA",Carne de caza,6,63.87,160,28.3,4.38,0,0,1.27,16,134,1.12,0.31,0.14,4.21,0,0,1.71,0.64,1.3,77,396,60,3.01,27,0.42,0.7,0,6,1
6016,"CONEJO DE CAZA, CARNE CRUDA",Carne de caza,6,74.51,114,21.79,2.32,0,0,1.12,12,226,3.2,0.03,0.06,6.5,0,0,0.63,0.45,0.69,81,378,50,,29,,,,,1
6017,"CONEJO DE CAZA, CARNE COCIDA",Carne de caza,6,61.37,173,33.02,3.51,0,0,1.7,18,240,4.85,0.02,0.07,6.4,0,0,0.95,0.68,1.05,123,343,45,2.38,31,0.34,6.51,0,8,1
7001,CARNE ENLATADA (DONACION PMA),Embutidos y similares,7,,220,21,15,,,,9,,1.9,0.15,0.19,3.2,0,,,,,,,,,,,,,,1
7002,"CARNE ENLATADA, DE RES O CORNED BEEF",Embutidos y similares,7,57.72,250,27.1,14.93,0,0,2.9,12,111,2.08,0.02,0.15,2.43,0,0,5.96,0.63,6.18,86,136,1006,3.57,14,0.13,1.62,0,9,1
7003,CHORIZO DE CERDO,Embutidos y similares,7,56.1,278,15.8,22.8,1.1,,4.2,41,130,4.1,0.21,0.17,3.03,1,,9.5,2.5,7.1,89,160,2505,2.3,,0.22,0.01,0,,0.98
7004,CHORIZO DE CERDO Y RES,Embutidos y similares,7,64.8,186,16.6,11.7,2.5,,4.4,40,144,4.7,0.15,0.15,2.8,0,,,,,,,,,,,,,,0.98
7005,CHORIZO DE RES,Embutidos y similares,7,64.7,202,13.8,13.5,5.6,,2.4,23,97,3.5,0.11,0.25,3.1,,,,,,,,,,,,,,,0.98
7006,"JAMON DE CERDO, CURADO (GRASA APROX, 4%)",Embutidos y similares,7,72.24,122,19.56,4.25,0,0,3.95,4,260,1,0.8,0.2,5.08,32,0,1.96,0.47,1.44,45,325,1269,2.02,19,0.37,0.79,0,4,1
7007,"JAMON DE CERDO, CURADO (GRASA APROX, 8%)",Embutidos y similares,7,66.92,162,18.26,8.39,2.28,0,4.15,7,236,0.9,0.89,0.24,5.09,0,0,3.94,0.93,2.7,53,297,1278,2.05,18,0.38,0.8,0,3,1
7008,"JAMON DE CERDO, CURADO (GRASA APROX, 13%)",Embutidos y similares,7,63.46,203,20.17,12.9,0.05,0,3.42,7,215,0.75,0.85,0.2,4.81,0,0,6.09,1.41,4.57,54,337,1386,1.88,16,0.47,0.8,0,4,0.97
7009,"JAMON DE CERDO, ENLATADO O SPAM",Embutidos y similares,7,51.7,315,13.4,26.6,4.6,0,3.7,0,151,0.64,0.32,0.18,3.53,0,0,12.11,1.81,8.95,71,409,1330,1.59,14,0.22,0.45,0,3,1
7010,"JAMON DE CERDO, PARA UNTAR",Embutidos y similares,7,62.6,216,8.68,15.53,10.65,0,2.55,8,120,0.59,0.44,0.12,2.1,0,0,7.2,2.7,5.06,37,150,912,1.1,10,0.15,0.76,0,1,1
7011,JAMON DE PAVO,Embutidos y similares,7,71.55,147,18.7,7.22,0.53,0,2,40,183,1.28,0.09,0.23,7,0,0,2.5,1.74,2.02,43,251,489,1.56,16,0.32,0.24,0,4,1
7012,JAMON DE POLLO,Embutidos y similares,7,68.6,154,19.53,7.38,2.44,0,2.05,43,157,0.97,0.06,0.13,5.29,0,24,2.92,1.53,1.97,50,228,584,0.72,19,0.21,0.15,0,2,1
7013,JAMON DE RES,Embutidos y similares,7,68.65,149,19.1,7.1,0.88,0,4.28,11,168,2.07,0.08,0.19,4.26,0,0,3.1,0.35,2.94,70,429,1413,3.98,19,0.34,2.57,0,11,1
7014,JAMON TIPO PICNIC,Embutidos y similares,7,60.2,232,14.92,16.64,4.76,0,3.48,47,125,1.02,0.37,0.24,2.31,0,0,7.68,1.89,6.07,38,267,1164,2.18,15,0.3,1.5,0,2,1
7015,LONGANIZA DE CERDO,Embutidos y similares,7,46.8,387,7.7,38.3,2.2,,5,41,98,3.7,0.36,0.19,1.82,2,,,,,,,,,,,,,,0.98
7016,"MORCILLA/MORONGA, C/GRASA",Embutidos y similares,7,70.2,183,13.8,12.8,2.2,,1,10,44,37,0.02,0.06,2.09,2,20,5.6,1.2,5,120,,,,,,,,,0.98
7017,"MORCILLA/MORONGA, S/GRASA",Embutidos y similares,7,71.7,111,25.1,0.2,0.6,,2.4,16,62,61.2,0.01,0.04,0.45,0,,,,,,,,,,,,,,0.98
7018,MORTADELA DE CERDO Y RES,Embutidos y similares,7,52.3,311,16.37,25.39,3.05,0,2.89,18,97,1.4,0.12,0.15,2.67,0,0,11.38,3.12,9.51,56,163,1246,2.1,11,0.13,1.48,0,3,1
7019,"PATE DE HIGADO DE GANSO, ENVASADO",Embutidos y similares,7,37.04,462,11.4,43.84,4.67,0,3.05,70,200,5.5,0.09,0.3,2.51,0,1001,25.61,0.84,14.45,150,138,697,0.92,13,0.06,9.4,0,60,1
